INDEX,LATITUDE,LONGITUDE,FL_hPa,TIME,MERGED,FL
0,34.0,-30.0,100,2018-06-23 06:00:00,0.1134043903728898,100
1,34.0,-28.0,100,2018-06-23 06:00:00,0.1134229928672448,100
2,34.0,-26.0,100,2018-06-23 06:00:00,0.1135565762441488,100
3,34.0,-24.0,100,2018-06-23 06:00:00,0.1138867327327093,100
4,34.0,-22.0,100,2018-06-23 06:00:00,0.1144524964336528,100
5,34.0,-20.0,100,2018-06-23 06:00:00,0.1149277873426456,100
6,34.0,-18.0,100,2018-06-23 06:00:00,0.115483842544258,100
7,34.0,-16.0,100,2018-06-23 06:00:00,0.1161119727689579,100
8,34.0,-14.0,100,2018-06-23 06:00:00,0.1170794066343837,100
9,34.0,-12.0,100,2018-06-23 06:00:00,0.1182253266838399,100
10,34.0,-10.0,100,2018-06-23 06:00:00,0.119262866742252,100
11,34.0,-8.0,100,2018-06-23 06:00:00,0.1197510714471183,100
12,34.0,-6.0,100,2018-06-23 06:00:00,0.1200064421517628,100
13,34.0,-4.0,100,2018-06-23 06:00:00,0.1207824462477459,100
14,34.0,-2.0,100,2018-06-23 06:00:00,0.1208238336424238,100
15,34.0,0.0,100,2018-06-23 06:00:00,0.1204649875276406,100
16,34.0,2.0,100,2018-06-23 06:00:00,0.1202566510774034,100
17,34.0,4.0,100,2018-06-23 06:00:00,0.1205743031871924,100
18,34.0,6.0,100,2018-06-23 06:00:00,0.1207177958154537,100
19,34.0,8.0,100,2018-06-23 06:00:00,0.1209626045217058,100
20,34.0,10.0,100,2018-06-23 06:00:00,0.1205457548424061,100
21,34.0,12.0,100,2018-06-23 06:00:00,0.1198633320326707,100
22,34.0,14.0,100,2018-06-23 06:00:00,0.1188485445221919,100
23,34.0,16.0,100,2018-06-23 06:00:00,0.1180620466978589,100
24,34.0,18.0,100,2018-06-23 06:00:00,0.11768160482133,100
25,34.0,20.0,100,2018-06-23 06:00:00,0.1176201900259616,100
26,34.0,22.0,100,2018-06-23 06:00:00,0.1178942323349215,100
27,34.0,24.0,100,2018-06-23 06:00:00,0.1189136728445776,100
28,34.0,26.0,100,2018-06-23 06:00:00,0.1204584147043003,100
29,34.0,28.0,100,2018-06-23 06:00:00,0.122039399501724,100
30,34.0,30.0,100,2018-06-23 06:00:00,0.123451198327966,100
31,34.0,-30.0,125,2018-06-23 06:00:00,0.104675742064529,120
32,34.0,-28.0,125,2018-06-23 06:00:00,0.1037944719770386,120
33,34.0,-26.0,125,2018-06-23 06:00:00,0.1029460392761261,120
34,34.0,-24.0,125,2018-06-23 06:00:00,0.1024049017080212,120
35,34.0,-22.0,125,2018-06-23 06:00:00,0.1020565110058832,120
36,34.0,-20.0,125,2018-06-23 06:00:00,0.102010463891262,120
37,34.0,-18.0,125,2018-06-23 06:00:00,0.1023060171999226,120
38,34.0,-16.0,125,2018-06-23 06:00:00,0.1031281235985519,120
39,34.0,-14.0,125,2018-06-23 06:00:00,0.1041833400947718,120
40,34.0,-12.0,125,2018-06-23 06:00:00,0.1053298896482046,120
41,34.0,-10.0,125,2018-06-23 06:00:00,0.1062644423435808,120
42,34.0,-8.0,125,2018-06-23 06:00:00,0.1069716695696157,120
43,34.0,-6.0,125,2018-06-23 06:00:00,0.1073773751397,120
44,34.0,-4.0,125,2018-06-23 06:00:00,0.1073981708773363,120
45,34.0,-2.0,125,2018-06-23 06:00:00,0.1073413349295771,120
46,34.0,0.0,125,2018-06-23 06:00:00,0.1072871722466325,120
47,34.0,2.0,125,2018-06-23 06:00:00,0.106883335195756,120
48,34.0,4.0,125,2018-06-23 06:00:00,0.1066237255224519,120
49,34.0,6.0,125,2018-06-23 06:00:00,0.1067650701317069,120
50,34.0,8.0,125,2018-06-23 06:00:00,0.1069176674865234,120
51,34.0,10.0,125,2018-06-23 06:00:00,0.107094396030703,120
52,34.0,12.0,125,2018-06-23 06:00:00,0.1072718469269856,120
53,34.0,14.0,125,2018-06-23 06:00:00,0.1068536765054642,120
54,34.0,16.0,125,2018-06-23 06:00:00,0.1061808173594732,120
55,34.0,18.0,125,2018-06-23 06:00:00,0.1057920573462511,120
56,34.0,20.0,125,2018-06-23 06:00:00,0.1060181189869037,120
57,34.0,22.0,125,2018-06-23 06:00:00,0.1062655068209987,120
58,34.0,24.0,125,2018-06-23 06:00:00,0.1061509554727197,120
59,34.0,26.0,125,2018-06-23 06:00:00,0.107169014103654,120
60,34.0,28.0,125,2018-06-23 06:00:00,0.1083860752078543,120
61,34.0,30.0,125,2018-06-23 06:00:00,0.1092358625042527,120
62,34.0,-30.0,150,2018-06-23 06:00:00,0.098689263775529,140
63,34.0,-28.0,150,2018-06-23 06:00:00,0.0978338807366198,140
64,34.0,-26.0,150,2018-06-23 06:00:00,0.0971775206670395,140
65,34.0,-24.0,150,2018-06-23 06:00:00,0.0964969913235636,140
66,34.0,-22.0,150,2018-06-23 06:00:00,0.0959543107162841,140
67,34.0,-20.0,150,2018-06-23 06:00:00,0.0956087769466373,140
68,34.0,-18.0,150,2018-06-23 06:00:00,0.0955312752990274,140
69,34.0,-16.0,150,2018-06-23 06:00:00,0.0958991231734483,140
70,34.0,-14.0,150,2018-06-23 06:00:00,0.0964309939791875,140
71,34.0,-12.0,150,2018-06-23 06:00:00,0.0968629069285359,140
72,34.0,-10.0,150,2018-06-23 06:00:00,0.097355341800102,140
73,34.0,-8.0,150,2018-06-23 06:00:00,0.0975586623017113,140
74,34.0,-6.0,150,2018-06-23 06:00:00,0.0975188542749091,140
75,34.0,-4.0,150,2018-06-23 06:00:00,0.0976121299880579,140
76,34.0,-2.0,150,2018-06-23 06:00:00,0.0977561333027831,140
77,34.0,0.0,150,2018-06-23 06:00:00,0.0978120244915414,140
78,34.0,2.0,150,2018-06-23 06:00:00,0.0975138021163003,140
79,34.0,4.0,150,2018-06-23 06:00:00,0.0970430863359001,140
80,34.0,6.0,150,2018-06-23 06:00:00,0.0969152042753885,140
81,34.0,8.0,150,2018-06-23 06:00:00,0.097193201418313,140
82,34.0,10.0,150,2018-06-23 06:00:00,0.0977374835793278,140
83,34.0,12.0,150,2018-06-23 06:00:00,0.0983461340674308,140
84,34.0,14.0,150,2018-06-23 06:00:00,0.0989310380844357,140
85,34.0,16.0,150,2018-06-23 06:00:00,0.0989184820651147,140
86,34.0,18.0,150,2018-06-23 06:00:00,0.0983905523848911,140
87,34.0,20.0,150,2018-06-23 06:00:00,0.0978180296863569,140
88,34.0,22.0,150,2018-06-23 06:00:00,0.0979126997875152,140
89,34.0,24.0,150,2018-06-23 06:00:00,0.0981704368875423,140
90,34.0,26.0,150,2018-06-23 06:00:00,0.097899859751745,140
91,34.0,28.0,150,2018-06-23 06:00:00,0.0981201310596864,140
92,34.0,30.0,150,2018-06-23 06:00:00,0.0986888243833541,140
93,34.0,-30.0,175,2018-06-23 06:00:00,0.0932972950189393,160
94,34.0,-28.0,175,2018-06-23 06:00:00,0.092770240833664,160
95,34.0,-26.0,175,2018-06-23 06:00:00,0.0925389776749486,160
96,34.0,-24.0,175,2018-06-23 06:00:00,0.0923317124618589,160
97,34.0,-22.0,175,2018-06-23 06:00:00,0.0919376333181518,160
98,34.0,-20.0,175,2018-06-23 06:00:00,0.0916113547773589,160
99,34.0,-18.0,175,2018-06-23 06:00:00,0.0914324411519754,160
100,34.0,-16.0,175,2018-06-23 06:00:00,0.0913873081193289,160
101,34.0,-14.0,175,2018-06-23 06:00:00,0.0913675909095575,160
102,34.0,-12.0,175,2018-06-23 06:00:00,0.0912302794635712,160
103,34.0,-10.0,175,2018-06-23 06:00:00,0.0912462202549082,160
104,34.0,-8.0,175,2018-06-23 06:00:00,0.0914005927424998,160
105,34.0,-6.0,175,2018-06-23 06:00:00,0.0914567092031264,160
106,34.0,-4.0,175,2018-06-23 06:00:00,0.0915719283755929,160
107,34.0,-2.0,175,2018-06-23 06:00:00,0.0917849074215794,160
108,34.0,0.0,175,2018-06-23 06:00:00,0.0920056202601828,160
109,34.0,2.0,175,2018-06-23 06:00:00,0.0921321147694605,160
110,34.0,4.0,175,2018-06-23 06:00:00,0.0921348304937328,160
111,34.0,6.0,175,2018-06-23 06:00:00,0.0920901611948198,160
112,34.0,8.0,175,2018-06-23 06:00:00,0.0922679093548419,160
113,34.0,10.0,175,2018-06-23 06:00:00,0.0925740465593905,160
114,34.0,12.0,175,2018-06-23 06:00:00,0.0928045519023936,160
115,34.0,14.0,175,2018-06-23 06:00:00,0.0930881450842227,160
116,34.0,16.0,175,2018-06-23 06:00:00,0.0933107562805314,160
